_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
18131,85,7795750,Braemar College Private Secondary School,,PR,,229 College St,Priv,7795750,229,College St,229 College St,M5T 1R4,former Toronto,Toronto,,104008,7795746,229,,,,9765,313050.482,4835136.652,43.658135517299996,-79.3975164245,POINT (-79.39751319020687 43.65812693619417)
18132,86,11467213,Brain Public School,,EP,Toronto District School Board,95 Brian Dr,English Public,11467213,95,Brian Dr,95 Brian Dr,M2J 3Y6,North York,Toronto,Brian Public School,102001,11467035,95,,,,5028,318322.519,4848875.8719999995,43.7817281249,-79.3318098371,POINT (-79.3318066045117 43.78171951787701)
18133,87,801469,Branksome Hall Girls School,,PR,,10 Elm Ave,Priv,801469,10,Elm Ave,10 Elm Ave,M4W 1N4,former Toronto,Toronto,,102001,1141270,10,,,,3384,314459.578,4837008.746,43.6749694339,-79.3800134268,POINT (-79.38001019674242 43.67496084397742)
18134,88,565242,Brebeuf College School,,ES,Toronto Catholic District School Board,211 Steeles Ave E,English Separate,565242,211,Steeles Ave E,211 Steeles Ave E,M2M 3Y6,North York,Toronto,Brebeuf College,102004,14228166,211,,,,6792,312586.416,4851066.1110000005,43.801524776899996,-79.4030414077,POINT (-79.40303815999469 43.8015161657586)
18135,89,8344927,Briarcrest Jr School,,EP,Toronto District School Board,60 Wellesworth Dr,English Public,8344927,60,Wellesworth Dr,60 Wellesworth Dr,M9C 4R3,Etobicoke,Toronto,Briar Crest Park,102001,8344924,60,,,,2752,298326.459,4836061.171,43.666465768,-79.580075285,POINT (-79.58007528044074 43.66646577164548)
18136,90,312084,Bridlewood Jr Public School,,EP,Toronto District School Board,60 Bridlewood Blvd,English Public,312084,60,Bridlewood Blvd,60 Bridlewood Blvd,M1T 1P7,Scarborough,Toronto,Bridlewood Public School,102001,14198001,60,,,,7427,319667.836,4848776.136,43.7808048754,-79.3150986096,POINT (-79.31509538838168 43.78079627116774)
18137,91,14069873,Bright Start Academy,,PR,,4630 Dufferin St,Priv,14069873,4630,Dufferin St,4630 Dufferin St,M3H 5S4,North York,Toronto,,115001,10280130,4630,,,,557,307337.12,4847921.143,43.773253175600004,-79.4682931802,POINT (-79.46828990644536 43.77324457617832)
18138,92,4709520,Brighton School,,PR,,240 The Donway W,Priv,4709520,240,The Donway W,240 The Donway W,M3B 2V8,North York,Toronto,,100001,30004508,240,,,,6882,317107.374,4844161.635,43.7393154487,-79.3470132396,POINT (-79.34701001301266 43.73930685105979)
18139,93,313306,Brimwood Boulevard Jr Public School,,EP,Toronto District School Board,151 Brimwood Blvd,English Public,313306,151,Brimwood Blvd,151 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Brimwood Boulevard Junior Public School,102001,103922,151,,,,7438,322959.249,4852217.579,43.811708502799995,-79.2740928716,POINT (-79.27408965744291 43.81169988480043)
18140,94,7515119,Broadacres Jr School,,EP,Toronto District School Board,45 Crendon Dr,English Public,7515119,45,Crendon Dr,45 Crendon Dr,M9C 3G6,Etobicoke,Toronto,Broadacres Public School,102001,7515109,45,,,,1409,298974.187,4834016.525,43.648075295299996,-79.572024031,POINT (-79.5720207319543 43.64806671763515)
18141,95,492477,Broadlands Public School,,EP,Toronto District School Board,106 Broadlands Blvd,English Public,492477,106,Broadlands Blvd,106 Broadlands Blvd,M3A 1J7,North York,Toronto,Broadlands Public School,102001,441603,106,,,,5039,319553.00399999996,4844899.335,43.7459112754,-79.316631022,POINT (-79.31662780402995 43.7459026749226)
18142,96,9780839,Brock Jr Public School,,EP,Toronto District School Board,93 Margueretta St,English Public,9780839,93,Margueretta St,93 Margueretta St,M6H 3S4,former Toronto,Toronto,Brock Junior Public School,102001,14017889,93,,,,3919,309797.94899999996,4834569.413,43.6530582733,-79.43784738149999,POINT (-79.43784413147725 43.65304969242695)
18143,97,788987,Brockton Learning Centre,,EP,Toronto District School Board,90 Croatia St,English Public,788987,90,Croatia St,90 Croatia St,M6H 1K9,former Toronto,Toronto,Ursula Franklin Academy,102002,1144293,90,,,,3241,309774.14,4835137.405,43.6581711062,-79.4381372869,POINT (-79.43813403286394 43.65816252806094)
18144,98,493354,Brookhaven Public School,,EP,Toronto District School Board,70 Brookhaven Dr,English Public,493354,70,Brookhaven Dr,70 Brookhaven Dr,M6M 4N8,North York,Toronto,Brookhaven Public School,102001,446535,70,,,,5048,305131.24,4840062.047,43.7025148929,-79.4956976768,POINT (-79.49569439895552 43.70250630222772)
18145,99,536834,Brooklyn College Secondary School,,PR,,150 Lesmill Rd,Priv,536834,150,Lesmill Rd,150 Lesmill Rd,M3B 2T5,North York,Toronto,,113001,440167,150,,,,6048,316166.245,4846392.154,43.7594078825,-79.3586502636,POINT (-79.35864702506626 43.75939928034878)
18146,100,6242368,Brookmill Boulevard Jr Public School,,EP,Toronto District School Board,25 Brookmill Blvd,English Public,6242368,25,Brookmill Blvd,25 Brookmill Blvd,M1W 2L5,Scarborough,Toronto,Brookmill Boulevard Junior Public School,102001,6242369,25,,,,7452,319681.11699999997,4851045.258,43.801228996199995,-79.3148712331,POINT (-79.31486800459355 43.80122038284001)
18147,101,14248664,Brookside Public School,,EP,Toronto District School Board,75 Oasis Blvd,English Public,14248664,75,Oasis Blvd,75 Oasis Blvd,M1X 0A3,Scarborough,Toronto,Brookside Public School,102001,14248995,75,,,,16908,326209.328,4854323.775,43.830571737,-79.233607527,POINT (-79.23360752329509 43.83057173946604)
18148,102,531083,Brookview Middle School,,EP,Toronto District School Board,4505 Jane St,English Public,531083,4505,Jane St,4505 Jane St,M3N 2K7,North York,Toronto,Brookview Middle School,102001,439448,4505,,,,694,303395.784,4847277.858,43.7674658332,-79.51724994130001,POINT (-79.51724665515023 43.76745723808718)
18149,103,7992855,Brown Jr Public School,,EP,Toronto District School Board,454 Avenue Rd,English Public,7992855,454,Avenue Rd,454 Avenue Rd,M4V 2J1,former Toronto,Toronto,Brown Public School  And City Community Centre - Building Grounds,106007,7992854,454,,,,2924,312740.597,4838112.116,43.684912913000005,-79.401312277,POINT (-79.40131227471413 43.68491291819573)
18150,104,8392356,Bruce Jr Public School,,EP,Toronto District School Board,51 Larchmount Ave,English Public,8392356,51,Larchmount Ave,51 Larchmount Ave,M4M 2Y6,former Toronto,Toronto,Bruce Junior Public School,102001,14037200,51,,,,3817,318226.213,4835468.197,43.66104440149999,-79.3333392772,POINT (-79.33333605587316 43.66103581597853)
18151,105,314022,Buchanan Public School,,EP,Toronto District School Board,4 Bucannan Rd,English Public,314022,4,Bucannan Rd,4 Bucannan Rd,M1R 3V3,Scarborough,Toronto,Buchanan Public School,102001,109942,4,,,,7464,320899.38,4845527.108,43.751534211800006,-79.2998952835,POINT (-79.2998920671613 43.75152560969951)
18152,106,6765660,Burnhamthorpe Collegiate and Adult Learning Centre,,EP,Toronto District School Board,500 The East Mall,English Public,6765660,500,The East Mall,500 The East Mall,M9B 2C4,Etobicoke,Toronto,Burnhamthorpe Collegiate Institute,102002,6765661,500,,,,2597,299795.728,4834188.531,43.649629676400004,-79.5618416936,POINT (-79.56183840651198 43.64962110272459)
18153,107,8120790,Burooj Academy School,,PR,,15 Bethridge Rd,Priv,8120790,15,Bethridge Rd,15 Bethridge Rd,M9W 1M6,Etobicoke,Toronto,,115001,30107530,15,,,,1165,299293.498,4840612.678,43.707442148999995,-79.568130287,POINT (-79.56813028419664 43.70744215428213)
18154,108,314663,Burrows Hall Jr Public School,,EP,Toronto District School Board,151 Burrows Hall Blvd,English Public,314663,151,Burrows Hall Blvd,151 Burrows Hall Blvd,M1B 1M5,Scarborough,Toronto,Burrows Hall Junior Public School,102001,30063088,151,,,,7479,326608.196,4850117.363,43.792697958000005,-79.22881801300001,POINT (-79.22881800806041 43.79269796051801)
18155,109,312706,C D Farquharson Jr Public School,,EP,Toronto District School Board,1965 Brimley Rd,English Public,312706,1965,Brimley Rd,1965 Brimley Rd,M1S 2B1,Scarborough,Toronto,C. D. Farquharson Junior Public School,102001,20050591,1965,,,,7435,323609.99199999997,4849193.869,43.7844757686,-79.2661087462,POINT (-79.26610553581905 43.78446715975802)
18156,110,8837557,C R Marchant Middle School,,EP,Toronto District School Board,1 Ralph St,English Public,8837557,1,Ralph St,1 Ralph St,M9N 3A8,York,Toronto,C. R. Marchant Middle School,102001,8837555,1,,,,829,303741.773,4839974.99,43.701730063599996,-79.51293667590001,POINT (-79.5129333966558 43.70172147816378)
18157,111,10071193,C W Jefferys Collegiate Institute,,EP,Toronto District School Board,340 Sentinel Rd,English Public,10071193,340,Sentinel Rd,340 Sentinel Rd,M3J 1T9,North York,Toronto,C. W. Jeffreys Collegiate Institute,102002,30024038,340,,,,6678,304777.064,4846191.089,43.757685053,-79.5000938732,POINT (-79.50009059426691 43.75767645760531)
18158,112,3841913,CALC Secondary School,,EP,Toronto District School Board,1 Danforth Ave,English Public,3841913,1,Danforth Ave,1 Danforth Ave,M4K 1M8,former Toronto,Toronto,City Adult Learning Centre (Calc),102002,3841911,1,,,,86,316068.495,4837005.695,43.674919446000004,-79.360060799,POINT (-79.36005756523844 43.67491085779298)
18159,113,495446,Calico Public School,,EP,Toronto District School Board,35 Calico Dr,English Public,495446,35,Calico Dr,35 Calico Dr,M3L 1V5,North York,Toronto,Calico Public School,102001,442948,35,,,,5092,304494.976,4843994.702,43.737906171999995,-79.503592042,POINT (-79.50359203825926 43.73790617646807)
18160,114,495911,Cameron Public School,,EP,Toronto District School Board,211 Cameron Ave,English Public,495911,211,Cameron Ave,211 Cameron Ave,M2N 1E8,North York,Toronto,Cameron Public School,102001,440741,211,,,,484,311125.817,4845825.697,43.7543692985,-79.4212548061,POINT (-79.42125155425103 43.75436069846383)
18161,115,30064074,Canada Imperial Elite Academy,,PR,,716 Gordon Baker Rd,Priv,30064074,716,Gordon Baker Rd,716 Gordon Baker Rd,M2H 3B4,North York,Toronto,,112001,9246755,716,,,,5721,317484.748,4852122.175,43.810954542,-79.342138622,POINT (-79.34213861888459 43.81095454859546)
18162,116,9668636,Canada International College School,,PR,,2347 Kennedy Rd,Priv,9668636,2347,Kennedy Rd,2347 Kennedy Rd,M1T 3T8,Scarborough,Toronto,,115001,9668534,2347,,,,8224,321824.608,4849143.501,43.784056516999996,-79.288289237,POINT (-79.28828923707066 43.78405652190551)
18163,117,481933,Canadian Advanced Senior High,,PR,,217 Alfred Ave,Priv,481933,217,Alfred Ave,217 Alfred Ave,M2N 3J7,North York,Toronto,,100001,438990,217,,,,4771,313196.262,4847364.267,43.768198051300004,-79.3955199242,POINT (-79.39551668237328 43.76818944737271)
18164,118,3369840,Canadian Imperial Academy,,PR,,3850 Finch Ave E,Priv,3369840,3850,Finch Ave E,3850 Finch Ave E,M1T 3T6,Scarborough,Toronto,,101007,3369767,3850,,,,5589,320827.158,4850983.75,43.80065160270001,-79.3006308948,POINT (-79.30062767742925 43.80064299470887)
18165,119,7794398,Canadian Martyrs Catholic Elementary School,,ES,Toronto Catholic District School Board,520 Plains Rd,English Separate,7794398,520,Plains Rd,520 Plains Rd,M4C 2Z1,East York,Toronto,Canadian Martyrs Catholic School,102003,7794394,520,,,,290,319346.18100000004,4839599.347,43.69820851,-79.3193418547,POINT (-79.31933863624775 43.6981999203505)
18166,120,536810,Canadian Memorial Chiropractic College School,,PR,,6100 Leslie St,Priv,536810,6100,Leslie St,6100 Leslie St,M2H 3J1,North York,Toronto,Shaarei Zion,109001,436356,6100,,,,225,315079.26399999997,4851297.85,43.8035809518,-79.37205664529999,POINT (-79.3720534028883 43.80357234542456)
18167,121,14129930,Canadian Tamil Academy,,PR,,8 Milner Ave,Priv,14129930,8,Milner Ave,8 Milner Ave,M1S 3P8,Scarborough,Toronto,,112001,106730,8,,,,8507,324417.682,4849358.808,43.78593097,-79.256064753,POINT (-79.2560647526698 43.78593097252892)
18168,122,999333,Can-AIM High School,,PR,,2 Elmhurst Dr,Priv,999333,2,Elmhurst Dr,2 Elmhurst Dr,M9W 2J3,Etobicoke,Toronto,,100001,907562,2,,,,1544,300639.483,4842577.171,43.7251425875,-79.5514475669,POINT (-79.55144427546391 43.72513400413665)
18169,123,9135228,Cardinal Carter Academy for the Arts,,ES,Toronto Catholic District School Board,36 Greenfield Ave,English Separate,9135228,36,Greenfield Ave,36 Greenfield Ave,M2N 3C8,North York,Toronto,Cardinal Carter Academy For The Arts,102004,20040806,36,,,,5748,312049.907,4846908.065,43.764103608,-79.4097648302,POINT (-79.40976158244322 43.76409501030927)
18170,124,365821,Cardinal Leger Catholic Elementary School,,ES,Toronto Catholic District School Board,600 Morrish Rd,English Separate,365821,600,Morrish Rd,600 Morrish Rd,M1C 4Y1,Scarborough,Toronto,Cardinal Leger Catholic School,102003,13974899,600,,,,8538,330882.114,4850176.868,43.7931044192,-79.1757110912,POINT (-79.17570791449739 43.79309580184886)
18171,125,562299,Career Learning Institute Secondary School,,PR,,2300 Sheppard Ave W,Priv,562299,2300,Sheppard Ave W,2300 Sheppard Ave W,M9M 3A4,North York,Toronto,,104008,443326,2300,,,,6699,302132.534,4843691.739,43.7351824083,-79.532922137,POINT (-79.53291884964716 43.73517381533377)
18172,126,8714071,Carleton Village Jr and Sr Public School,,EP,Toronto District School Board,315 Osler St,English Public,8714071,315,Osler St,315 Osler St,M6N 2Z4,former Toronto,Toronto,Carleton Village North Public School,102002,14012998,315,,,,4124,308007.325,4836712.822,43.6723613883,-79.4600320573,POINT (-79.46002880336695 43.67235280793826)
18173,127,497128,Cassandra Public School,,EP,Toronto District School Board,45 Cassandra Blvd,English Public,497128,45,Cassandra Blvd,45 Cassandra Blvd,M3A 1S5,North York,Toronto,Cassandra Public School,102001,30100005,45,,,,5139,318563.9,4845177.458000001,43.748425003,-79.328901476,POINT (-79.32890147535097 43.74842500534935)
18174,128,14078198,Cathedral Christian Academy School,,PR,,1111 Arrow Rd,Priv,14078198,1111,Arrow Rd,1111 Arrow Rd,M9M 3B3,North York,Toronto,,115001,441458,1111,,,,4829,302007.188,4845604.143999999,43.752396105900004,-79.5344886742,POINT (-79.53448538653863 43.75238751731148)
18175,129,337054,Cedar Drive Jr Public School,,EP,Toronto District School Board,21 Gatesview Ave,English Public,337054,21,Gatesview Ave,21 Gatesview Ave,M1J 3G4,Scarborough,Toronto,Cedar Drive Junior Public School,102001,110162,21,,,,7957,327733.904,4844916.77,43.745861417,-79.21505413109999,POINT (-79.21505093927104 43.74585280950166)
18176,130,360056,Cedarbrae Collegiate Institute,,EP,Toronto District School Board,550 Markham Rd,English Public,360056,550,Markham Rd,550 Markham Rd,M1H 2A2,Scarborough,Toronto,Cedarbrae Collegiate Institute,102002,109476,550,,,,8429,326854.293,4846079.025,43.7563495085,-79.2259280471,POINT (-79.22592485598935 43.75634089883766)
18177,131,367221,Cedarbrook Jr Public School,,EP,Toronto District School Board,56 Nelson St,English Public,367221,56,Nelson St,56 Nelson St,M1J 2V6,Scarborough,Toronto,Cedarbrook Junior Public School,102001,110186,56,,,,4050,326513.893,4845072.766,43.7473019996,-79.2301959391,POINT (-79.23019275152637 43.74729339232812)
18178,132,51217,Cedarvale Community School,,EP,Toronto District School Board,145 Ava Rd,English Public,51217,145,Ava Rd,145 Ava Rd,M6C 1W4,York,Toronto,Cedarvale Community School,102001,7630,145,,,,418,310400.28,4839355.972,43.6961388705,-79.4303308145,POINT (-79.43032755993842 43.69613027959621)
18179,133,11048263,Centennial College - Ashtonbee Campus,,C,,75 Ashtonbee Rd,College,11048263,75,Ashtonbee Rd,75 Ashtonbee Rd,M1L 4N4,Scarborough,Toronto,,115001,20362192,75,,,,7247,321719.015,4843215.671,43.7307099782,-79.2897899426,POINT (-79.28978672963889 43.73070137830815)
18180,134,6387861,Centennial College - Carlaw Campus,,C,,951 Carlaw Ave,College,6387861,951,Carlaw Ave,951 Carlaw Ave,M4K 3M2,East York,Toronto,Centennial College,115001,6387864,951,,,,56,316969.391,4838089.381,43.684659851099994,-79.348863833,POINT (-79.34886060530879 43.68465126207138)
18181,135,13494886,Centennial College - Downsview Campus,,C,,65 Carl Hall Rd,College,13494886,65,Carl Hall Rd,65 Carl Hall Rd,M3K 2E1,North York,Toronto,,110001,30110451,65,,,,11506,306701.626,4845047.746,43.747382386000005,-79.47619369899999,POINT (-79.47619369702095 43.74738238462619)
18182,136,6786814,Centennial College - Midland Campus,,C,,1163 Ellesmere Rd,College,6786814,1163,Ellesmere Rd,1163 Ellesmere Rd,M1P 2X6,Scarborough,Toronto,,115001,108388,1163,,,,7835,323257.846,4847344.75,43.767840166099994,-79.2705468933,POINT (-79.27054368667844 43.7678315544081)
18183,137,14198162,Centennial College - Morningside Campus,,C,,755 Morningside Ave,College,14198162,755,Morningside Ave,755 Morningside Ave,M1C 5J9,Scarborough,Toronto,Centennial HP Science and Technology Cen,102006,30075982,755,,,,4015,329499.212,4849450.727,43.786606514,-79.192925127,POINT (-79.19292512216276 43.78660651730867)
18184,138,13503978,Centennial College - Progress Campus,,C,,941 Progress Ave,College,13503978,941,Progress Ave,941 Progress Ave,M1G 3T8,Scarborough,Toronto,,102006,13971323,941,,,,8740,326755.076,4849292.025,43.785273273,-79.2270296222,POINT (-79.22702642190666 43.78526466054774)
18185,139,317905,Centennial Road Jr Public School,,EP,Toronto District School Board,271 Centennial Rd,English Public,317905,271,Centennial Rd,271 Centennial Rd,M1C 2A2,Scarborough,Toronto,Centennial Road Public School,102001,106476,271,,,,7544,332951.922,4849503.818,43.786970888199995,-79.1500269842,POINT (-79.15002380786267 43.78696227632722)
18186,140,996285,Central Etobicoke High School,,EP,Toronto District School Board,10 Denfield St,English Public,996285,10,Denfield St,10 Denfield St,M9R 3H1,Etobicoke,Toronto,Central Etobicoke High School,102002,909523,10,,,,1457,300310.169,4837454.161,43.679018556,-79.555488934,POINT (-79.55548893368891 43.67901855788482)
18187,141,540034,Central Montessori School - Maplehurst,,PR,,181 Maplehurst Ave,Priv,540034,181,Maplehurst Ave,181 Maplehurst Ave,M2N 3C1,North York,Toronto,,100001,439493,181,,,,6150,312613.119,4846895.9180000005,43.7639885559,-79.40276995010001,POINT (-79.40276669696641 43.76397995437606)
18188,142,5266268,Central Montessori School - Sheppard,,PR,,200 Sheppard Ave E,Priv,5266268,200,Sheppard Ave E,200 Sheppard Ave E,M2N 3A9,North York,Toronto,,104008,20041067,200,,,,6698,312702.058,4846883.0139999995,43.763871466000005,-79.4016654891,POINT (-79.4016622430921 43.76386286722687)
18189,143,575631,Central Montessori School - Willowdale,,PR,,157 Willowdale Ave,Priv,575631,157,Willowdale Ave,157 Willowdale Ave,M2N 4Y7,North York,Toronto,,112001,439256,157,,,,7093,312801.98,4847192.785,43.7666587447,-79.4004198633,POINT (-79.40041661718229 43.76665014698795)
